long,lat,zb
34.10004819,22.79751544,42.11138153
34.54920583,22.79751544,42.70869446
34.99836347,22.79751544,42.16481018
35.44752111,22.79751544,40.87018204
35.89667875,22.79751544,39.17253494
36.3458364,22.79751544,37.37259674
36.79499404,22.79751544,35.7262764
37.24415168,22.79751544,34.36634064
37.69330932,22.79751544,33.23015594
38.14246696,22.79751544,32.1897049
38.59162461,22.79751544,31.15880013
39.04078225,22.79751544,30.11006927
21.07447657,23.21331016,33.87217331
21.52363421,23.21331016,34.30751801
21.97279185,23.21331016,34.58083344
22.42194949,23.21331016,34.81544495
22.87110713,23.21331016,35.11029053
23.32026478,23.21331016,35.49661636
23.76942242,23.21331016,35.95252228
24.21858006,23.21331016,36.51781464
24.6677377,23.21331016,37.15922165
25.11689534,23.21331016,37.75221252
25.56605299,23.21331016,38.13171005
26.01521063,23.21331016,38.1712532
26.46436827,23.21331016,37.75598145
26.91352591,23.21331016,36.97776794
27.36268355,23.21331016,36.16096878
27.8118412,23.21331016,35.80901337
28.26099884,23.21331016,36.377285
28.71015648,23.21331016,37.62240982
29.15931412,23.21331016,39.15452194
29.60847176,23.21331016,40.5781517
30.05762941,23.21331016,41.52209473
30.50678705,23.21331016,41.74963379
30.95594469,23.21331016,41.41537857
31.40510233,23.21331016,40.7915802
31.85425997,23.21331016,40.15982819
32.30341762,23.21331016,39.80212784
32.75257526,23.21331016,39.95493317
33.2017329,23.21331016,40.5555687
33.65089054,23.21331016,41.40454102
34.10004819,23.21331016,42.16356277
34.54920583,23.21331016,42.36508179
34.99836347,23.21331016,41.58874512
35.44752111,23.21331016,39.9504776
35.89667875,23.21331016,37.76010132
36.3458364,23.21331016,35.42238617
36.79499404,23.21331016,33.36650085
37.24415168,23.21331016,31.85582352
37.69330932,23.21331016,30.72171021
38.14246696,23.21331016,29.70116997
38.59162461,23.21331016,28.62926292
39.04078225,23.21331016,27.45182228
21.07447657,23.62780024,34.46353531
21.52363421,23.62780024,35.11597443
21.97279185,23.62780024,35.38482666
22.42194949,23.62780024,35.50434494
22.87110713,23.62780024,35.66726303
23.32026478,23.62780024,36.01769638
23.76942242,23.62780024,36.65355301
24.21858006,23.62780024,37.57142258
24.6677377,23.62780024,38.67733383
25.11689534,23.62780024,39.76057816
25.56605299,23.62780024,40.50567627
26.01521063,23.62780024,40.61534119
26.46436827,23.62780024,40.19577789
26.91352591,23.62780024,39.48761368
27.36268355,23.62780024,38.81292343
27.8118412,23.62780024,38.53409958
28.26099884,23.62780024,38.91442871
28.71015648,23.62780024,39.86581802
29.15931412,23.62780024,41.12337875
29.60847176,23.62780024,42.33575058
30.05762941,23.62780024,43.1018486
30.50678705,23.62780024,43.11137009
30.95594469,23.62780024,42.61724854
31.40510233,23.62780024,41.94061279
31.85425997,23.62780024,41.329319
32.30341762,23.62780024,40.95508957
32.75257526,23.62780024,40.91621017
33.2017329,23.62780024,41.21721649
33.65089054,23.62780024,41.71519089
34.10004819,23.62780024,42.0999527
34.54920583,23.62780024,41.9173317
34.99836347,23.62780024,40.73721313
35.44752111,23.62780024,38.60353088
35.89667875,23.62780024,35.80548477
36.3458364,23.62780024,32.83340836
36.79499404,23.62780024,30.34072495
37.24415168,23.62780024,28.86498451
37.69330932,23.62780024,27.95508957
38.14246696,23.62780024,27.13182259
38.59162461,23.62780024,26.1421814
39.04078225,23.62780024,24.9123497
21.07447657,24.04096806,35.64859009
21.52363421,24.04096806,36.37773895
21.97279185,24.04096806,36.5248909
22.42194949,24.04096806,36.44205093
22.87110713,24.04096806,36.40887451
23.32026478,24.04096806,36.67099762
23.76942242,24.04096806,37.4585762
24.21858006,24.04096806,38.70946121
24.6677377,24.04096806,40.2794075
25.11689534,24.04096806,41.88805389
25.56605299,24.04096806,43.0693512
26.01521063,24.04096806,43.2137413
26.46436827,24.04096806,42.77860641
26.91352591,24.04096806,42.13294983
27.36268355,24.04096806,41.56332016
27.8118412,24.04096806,41.31276703
28.26099884,24.04096806,41.56313324
28.71015648,24.04096806,42.26176834
29.15931412,24.04096806,43.24850464
29.60847176,24.04096806,44.25932312
30.05762941,24.04096806,44.86981964
30.50678705,24.04096806,44.48719406
30.95594469,24.04096806,43.70272064
31.40510233,24.04096806,42.90749359
31.85425997,24.04096806,42.28618622
32.30341762,24.04096806,41.88578415
32.75257526,24.04096806,41.66146469
33.2017329,24.04096806,41.66624451
33.65089054,24.04096806,41.81284332
34.10004819,24.04096806,41.84722137
34.54920583,24.04096806,41.32381439
34.99836347,24.04096806,39.64489746
35.44752111,24.04096806,36.96743011
35.89667875,24.04096806,33.55960083
36.3458364,24.04096806,29.91838455
36.79499404,24.04096806,26.91473198
37.24415168,24.04096806,25.74528313
37.69330932,24.04096806,25.25944328
38.14246696,24.04096806,24.73603058
38.59162461,24.04096806,23.88280487
39.04078225,24.04096806,22.63777542
21.07447657,24.4527963,37.86838913
21.52363421,24.4527963,38.36128235
21.97279185,24.4527963,38.17249298
22.42194949,24.4527963,37.74493408
22.87110713,24.4527963,37.41364288
23.32026478,24.4527963,37.48200607
23.76942242,24.4527963,38.35832596
24.21858006,24.4527963,39.84905624
24.6677377,24.4527963,41.78207779
25.11689534,24.4527963,43.84948349
25.56605299,24.4527963,45.53479767
26.01521063,24.4527963,45.6320076
26.46436827,24.4527963,45.22364426
26.91352591,24.4527963,44.69340897
27.36268355,24.4527963,44.24210358
27.8118412,24.4527963,43.98812103
28.26099884,24.4527963,44.08717346
28.71015648,24.4527963,44.45349503
29.15931412,24.4527963,45.03639984
29.60847176,24.4527963,45.72502136
30.05762941,24.4527963,46.20782471
30.50678705,24.4527963,45.28123093
30.95594469,24.4527963,44.21976089
31.40510233,24.4527963,43.36354446
31.85425997,24.4527963,42.78268433
32.30341762,24.4527963,42.40387726
32.75257526,24.4527963,41.99538803
33.2017329,24.4527963,41.68434906
33.65089054,24.4527963,41.42855072
34.10004819,24.4527963,41.0775795
34.54920583,24.4527963,40.2942009
34.99836347,24.4527963,38.13962936
35.44752111,24.4527963,35.12938309
35.89667875,24.4527963,31.430233
36.3458364,24.4527963,27.39401627
36.79499404,24.4527963,23.84310341
37.24415168,24.4527963,23.2713089
37.69330932,24.4527963,23.1859417
38.14246696,24.4527963,22.86408615
38.59162461,24.4527963,22.07227898
39.04078225,24.4527963,20.77774048
21.07447657,24.86326803,41.44286346
21.52363421,24.86326803,41.23279953
21.97279185,24.86326803,40.415905
22.42194949,24.86326803,39.47266006
22.87110713,24.86326803,38.77127838
23.32026478,24.86326803,38.65347672
23.76942242,24.86326803,39.41893005
24.21858006,24.86326803,40.97602463
24.6677377,24.86326803,43.06877899
25.11689534,24.86326803,45.26216125
25.56605299,24.86326803,46.95093918
26.01521063,24.86326803,47.48365021
26.46436827,24.86326803,47.40810013
26.91352591,24.86326803,47.14822769
27.36268355,24.86326803,46.88976288
27.8118412,24.86326803,46.65054703
28.26099884,24.86326803,46.43241119
28.71015648,24.86326803,46.22620773
29.15931412,24.86326803,46.06463242
29.60847176,24.86326803,45.92883682
30.05762941,24.86326803,45.62960434
30.50678705,24.86326803,44.72500229
30.95594469,24.86326803,43.79201508
31.40510233,24.86326803,43.09931564
31.85425997,24.86326803,42.64744186
32.30341762,24.86326803,42.26943588
32.75257526,24.86326803,41.74379349
33.2017329,24.86326803,41.06978226
33.65089054,24.86326803,40.2515831
34.10004819,24.86326803,39.25291443
34.54920583,24.86326803,37.90433502
34.99836347,24.86326803,35.79561996
35.44752111,24.86326803,33.05208206
35.89667875,24.86326803,29.7980423
36.3458364,24.86326803,26.39193153
36.79499404,24.86326803,23.61747932
37.24415168,24.86326803,22.6222496
37.69330932,24.86326803,22.253685
38.14246696,24.86326803,21.77655983
38.59162461,24.86326803,20.86444855
39.04078225,24.86326803,19.40846252
21.07447657,25.27236661,46.41366577
21.52363421,25.27236661,44.96689606
21.97279185,25.27236661,43.20270538
22.42194949,25.27236661,41.54421997
22.87110713,25.27236661,40.33522797
23.32026478,25.27236661,39.91811752
23.76942242,25.27236661,40.55252457
24.21858006,25.27236661,42.15301895
24.6677377,25.27236661,44.3889389
25.11689534,25.27236661,46.72862625
25.56605299,25.27236661,48.5360527
26.01521063,25.27236661,49.37294388
26.46436827,25.27236661,49.60089111
26.91352591,25.27236661,49.62474442
27.36268355,25.27236661,49.56642914
27.8118412,25.27236661,49.28088379
28.26099884,25.27236661,48.59109879
28.71015648,25.27236661,47.58100128
29.15931412,25.27236661,46.42737961
29.60847176,25.27236661,45.28287888
30.05762941,25.27236661,44.23343277
30.50678705,25.27236661,43.29524231
30.95594469,25.27236661,42.62844086
31.40510233,25.27236661,42.26343536
31.85425997,25.27236661,42.06040955
32.30341762,25.27236661,41.74134827
32.75257526,25.27236661,41.02204132
33.2017329,25.27236661,39.85015488
33.65089054,25.27236661,38.2991066
34.10004819,25.27236661,36.51832199
34.54920583,25.27236661,34.66210175
34.99836347,25.27236661,32.7481575
35.44752111,25.27236661,30.6470871
35.89667875,25.27236661,28.2811451
36.3458364,25.27236661,25.84196281
36.79499404,25.27236661,23.83400917
37.24415168,25.27236661,22.73419952
37.69330932,25.27236661,22.0813446
38.14246696,25.27236661,21.36873627
38.59162461,25.27236661,20.27973175
39.04078225,25.27236661,18.65221596
21.07447657,25.68007579,52.43134689
21.52363421,25.68007579,49.30551529
21.97279185,25.68007579,46.3592186
22.42194949,25.68007579,43.83890915
22.87110713,25.68007579,42.00357819
23.32026478,25.68007579,41.19659042
23.76942242,25.68007579,41.73031616
24.21858006,25.68007579,43.43417358
24.6677377,25.68007579,45.90267944
25.11689534,25.68007579,48.53492355
25.56605299,25.68007579,50.59730911
26.01521063,25.68007579,51.548069
26.46436827,25.68007579,51.8984108
26.91352591,25.68007579,52.11890411
27.36268355,25.68007579,52.2460022
27.8118412,25.68007579,51.89059448
28.26099884,25.68007579,50.56882095
28.71015648,25.68007579,48.58082199
29.15931412,25.68007579,46.31023407
29.60847176,25.68007579,44.10329819
30.05762941,25.68007579,42.34120941
30.50678705,25.68007579,41.3951416
30.95594469,25.68007579,41.07934952
31.40510233,25.68007579,41.14071274
31.85425997,25.68007579,41.26981354
32.30341762,25.68007579,41.04200363
32.75257526,25.68007579,40.02383423
33.2017329,25.68007579,38.21074295
33.65089054,25.68007579,35.78206253
34.10004819,25.68007579,33.10089111
34.54920583,25.68007579,30.72694206
34.99836347,25.68007579,29.17106819
35.44752111,25.68007579,27.95402527
35.89667875,25.68007579,26.6665554
36.3458364,25.68007579,25.23402214
36.79499404,25.68007579,23.9386158
37.24415168,25.68007579,23.01317596
37.69330932,25.68007579,22.28490257
38.14246696,25.68007579,21.45381546
38.59162461,25.68007579,20.26840782
39.04078225,25.68007579,18.55451584
21.07447657,26.08637963,58.71580505
21.52363421,26.08637963,53.77146912
21.97279185,26.08637963,49.63467789
22.42194949,26.08637963,46.25744629
22.87110713,26.08637963,43.75767899
23.32026478,26.08637963,42.48013687
23.76942242,26.08637963,42.96268845
24.21858006,26.08637963,44.79195404
24.6677377,26.08637963,47.5140686
25.11689534,26.08637963,50.52997589
25.56605299,26.08637963,52.96936798
26.01521063,26.08637963,53.7526741
26.46436827,26.08637963,53.98472214
26.91352591,26.08637963,54.28084564
27.36268355,26.08637963,54.60487366
27.8118412,26.08637963,54.29277039
28.26099884,26.08637963,52.20800781
28.71015648,26.08637963,49.21828842
29.15931412,26.08637963,45.90499878
29.60847176,26.08637963,42.70679092
30.05762941,26.08637963,40.23793411
30.50678705,26.08637963,39.43942642
30.95594469,26.08637963,39.53643417
31.40510233,26.08637963,40.02285004
31.85425997,26.08637963,40.48736954
32.30341762,26.08637963,40.37667084
32.75257526,26.08637963,38.9592514
33.2017329,26.08637963,36.45521164
33.65089054,26.08637963,33.13724136
34.10004819,26.08637963,29.49875259
34.54920583,26.08637963,26.49019432
34.99836347,26.08637963,25.53469658
35.44752111,26.08637963,25.34243393
35.89667875,26.08637963,25.14172363
36.3458364,26.08637963,24.58918381
36.79499404,26.08637963,23.92500496
37.24415168,26.08637963,23.31509781
37.69330932,26.08637963,22.70673752
38.14246696,26.08637963,21.92900467
38.59162461,26.08637963,20.79339218
39.04078225,26.08637963,19.13199234
21.07447657,26.49126256,64.08249664
21.52363421,26.49126256,57.75146866
21.97279185,26.49126256,52.7703743
22.42194949,26.49126256,48.77946472
22.87110713,26.49126256,45.74443054
23.32026478,26.49126256,43.9348793
23.76942242,26.49126256,44.37899017
24.21858006,26.49126256,46.15641403
24.6677377,26.49126256,48.87662125
25.11689534,26.49126256,52.07085037
25.56605299,26.49126256,54.92742157
26.01521063,26.49126256,55.19838715
26.46436827,26.49126256,55.16807175
26.91352591,26.49126256,55.4214592
27.36268355,26.49126256,55.88396072
27.8118412,26.49126256,55.85253525
28.26099884,26.49126256,53.00312805
28.71015648,26.49126256,49.35851288
29.15931412,26.49126256,45.46304703
29.60847176,26.49126256,41.65208435
30.05762941,26.49126256,38.52719879
30.50678705,26.49126256,38.07755661
30.95594469,26.49126256,38.4582634
31.40510233,26.49126256,39.14257431
31.85425997,26.49126256,39.76535034
32.30341762,26.49126256,39.77783203
32.75257526,26.49126256,37.9190979
33.2017329,26.49126256,34.91788483
33.65089054,26.49126256,31.03046036
34.10004819,26.49126256,26.69984245
34.54920583,26.49126256,22.93593407
34.99836347,26.49126256,22.81796455
35.44752111,26.49126256,23.47994614
35.89667875,26.49126256,24.11888885
36.3458364,26.49126256,24.15592957
36.79499404,26.49126256,23.98783493
37.24415168,26.49126256,23.73172569
37.69330932,26.49126256,23.36814308
38.14246696,26.49126256,22.79123306
38.59162461,26.49126256,21.85447693
39.04078225,26.49126256,20.39798927
21.07447657,26.89470934,66.9970932
21.52363421,26.89470934,60.71022034
21.97279185,26.89470934,55.58074188
22.42194949,26.89470934,51.45177078
22.87110713,26.89470934,48.33821869
23.32026478,26.89470934,46.4814949
23.76942242,26.89470934,46.35010529
24.21858006,26.89470934,47.53256607
24.6677377,26.89470934,49.62947464
25.11689534,26.89470934,52.11507034
25.56605299,26.89470934,54.18049622
26.01521063,26.89470934,54.75511169
26.46436827,26.89470934,54.83703613
26.91352591,26.89470934,54.94188309
27.36268355,26.89470934,55.00442886
27.8118412,26.89470934,54.4029808
28.26099884,26.89470934,52.05993652
28.71015648,26.89470934,48.83621979
29.15931412,26.89470934,45.2973938
29.60847176,26.89470934,41.88615799
30.05762941,26.89470934,39.23683929
30.50678705,26.89470934,38.3009491
30.95594469,26.89470934,38.27998734
31.40510233,26.89470934,38.62414551
31.85425997,26.89470934,38.88378906
32.30341762,26.89470934,38.48715591
32.75257526,26.89470934,36.70708084
33.2017329,26.89470934,33.79418564
33.65089054,26.89470934,30.0853157
34.10004819,26.89470934,26.17463112
34.54920583,26.89470934,23.13198662
34.99836347,26.89470934,22.47016144
35.44752111,26.89470934,22.92210579
35.89667875,26.89470934,23.63108444
36.3458364,26.89470934,24.08173752
36.79499404,26.89470934,24.32744789
37.24415168,26.89470934,24.42287827
37.69330932,26.89470934,24.36461067
38.14246696,26.89470934,24.08563614
38.59162461,26.89470934,23.46743965
39.04078225,26.89470934,22.35764313
21.07447657,27.29670507,68.48670959
21.52363421,27.29670507,62.825634
21.97279185,27.29670507,58.01609802
22.42194949,27.29670507,54.09651566
22.87110713,27.29670507,51.12218094
23.32026478,27.29670507,49.21823883
23.76942242,27.29670507,48.53821945
24.21858006,27.29670507,48.93988419
24.6677377,27.29670507,50.13939667
25.11689534,27.29670507,51.68575668
25.56605299,27.29670507,52.98025513
26.01521063,27.29670507,53.5125618
26.46436827,27.29670507,53.57788467
26.91352591,27.29670507,53.43750381
27.36268355,27.29670507,53.06950378
27.8118412,27.29670507,52.18110275
28.26099884,27.29670507,50.41630173
28.71015648,27.29670507,48.0343895
29.15931412,27.29670507,45.36267471
29.60847176,27.29670507,42.74907684
30.05762941,27.29670507,40.62533569
30.50678705,27.29670507,39.4035759
30.95594469,27.29670507,38.8406868
31.40510233,27.29670507,38.59496689
31.85425997,27.29670507,38.29027176
32.30341762,27.29670507,37.47690582
32.75257526,27.29670507,35.73506165
33.2017329,27.29670507,33.11151505
33.65089054,27.29670507,29.90213203
34.10004819,27.29670507,26.66794014
34.54920583,27.29670507,24.22330666
34.99836347,27.29670507,23.29276657
35.44752111,27.29670507,23.4146843
35.89667875,27.29670507,23.99848175
36.3458364,27.29670507,24.61953354
36.79499404,27.29670507,25.14365196
37.24415168,27.29670507,25.5345192
37.69330932,27.29670507,25.7833271
38.14246696,27.29670507,25.84715462
38.59162461,27.29670507,25.62896538
39.04078225,27.29670507,24.98655128
21.07447657,27.69723521,69.25291443
21.52363421,27.69723521,64.36626434
21.97279185,27.69723521,60.08981323
22.42194949,27.69723521,56.5699501
22.87110713,27.69723521,53.86079407
23.32026478,27.69723521,51.95531082
23.76942242,27.69723521,50.80951691
24.21858006,27.69723521,50.45515442
24.6677377,27.69723521,50.76482773
25.11689534,27.69723521,51.42295074
25.56605299,27.69723521,52.02714539
26.01521063,27.69723521,52.28700638
26.46436827,27.69723521,52.15999985
26.91352591,27.69723521,51.70301056
27.36268355,27.69723521,50.95158005
27.8118412,27.69723521,49.94281769
28.26099884,27.69723521,48.77238464
28.71015648,27.69723521,47.34764099
29.15931412,27.69723521,45.70111465
29.60847176,27.69723521,43.97829819
30.05762941,27.69723521,42.36771774
30.50678705,27.69723521,41.0091362
30.95594469,27.69723521,39.93669891
31.40510233,27.69723521,39.04628372
31.85425997,27.69723521,38.12666702
32.30341762,27.69723521,36.89409637
32.75257526,27.69723521,35.09915924
33.2017329,27.69723521,32.74156189
33.65089054,27.69723521,30.03816223
34.10004819,27.69723521,27.41848755
34.54920583,27.69723521,25.44478798
34.99836347,27.69723521,24.53090668
35.44752111,27.69723521,24.51494789
35.89667875,27.69723521,25.03656387
36.3458364,27.69723521,25.7642498
36.79499404,27.69723521,26.49347496
37.24415168,27.69723521,27.12021255
37.69330932,27.69723521,27.64686966
